timestamp,optics_1,optics_2,optics_3,optics_4,optics_5,optics_6,optics_7,optics_8
0.625000,100.392031,100.992191,101.590931,102.187921,102.782825,103.375302,103.965009,104.551604
0.640625,100.404475,101.007229,101.608250,102.207164,102.803592,103.397156,103.987481,104.574200
0.656250,100.418946,101.024185,101.627339,102.227988,102.825713,103.420101,104.010749,104.597266
0.671875,100.435394,101.042980,101.648088,102.250254,102.849022,103.443946,104.034600,104.620573
0.687500,100.453741,101.063505,101.670359,102.273797,102.873329,103.468481,104.058805,104.643880
0.703125,100.473877,101.085622,101.693987,102.298429,102.898425,103.493478,104.083124,104.666931
0.718750,100.495669,101.109169,101.718786,102.323940,102.924082,103.518695,104.107300,104.689468
0.734375,100.518954,101.133961,101.744548,102.350106,102.950060,103.543877,104.131075,104.711225
0.750000,100.543549,101.159791,101.771049,102.376685,102.976105,103.568765,104.154184,104.731939
0.765625,100.569248,101.186436,101.798049,102.403425,103.001956,103.593094,104.176361,104.751350
0.781250,100.595830,101.213656,101.825296,102.430067,103.027350,103.616599,104.197345,104.769205
0.796875,100.623054,101.241201,101.852531,102.456344,103.052020,103.639017,104.216883,104.785262
0.812500,100.650673,101.268813,101.879489,102.481994,103.075704,103.660093,104.234730,104.799293
0.828125,100.678428,101.296227,101.905906,102.506752,103.098148,103.679583,104.250657,104.811086
0.843750,100.706056,101.323180,101.931520,102.530363,103.119104,103.697255,104.264450,104.820452
0.859375,100.733293,101.349409,101.956075,102.552581,103.138341,103.712895,104.275918,104.827223
0.875000,100.759879,101.374659,101.979324,102.573174,103.155644,103.726309,104.284889,104.831257
0.890625,100.785557,101.398684,102.001035,102.591925,103.170816,103.737323,104.291219,104.832438
0.906250,100.810082,101.421252,102.020992,102.608638,103.183685,103.745792,104.294790,104.830681
0.921875,100.833222,101.442144,102.038997,102.623138,103.194100,103.751594,104.295512,104.825930
0.937500,100.854759,101.461165,102.054874,102.635275,103.201941,103.754638,104.293325,104.818160
0.953125,100.874496,101.478138,102.068474,102.644925,103.207113,103.754861,104.288203,104.807376
0.968750,100.892257,101.492912,102.079671,102.651994,103.209552,103.752233,104.280147,104.793619
0.984375,100.907891,101.505362,102.088370,102.656416,103.209224,103.746753,104.269191,104.776956
1.000000,100.921272,101.515392,102.094504,102.658155,103.206128,103.738452,104.255401,104.757487
1.015625,100.932304,101.522933,102.098037,102.657207,103.200291,103.727392,104.238872,104.735341
1.031250,100.940918,101.527949,102.098962,102.653599,103.191773,103.713665,104.219728,104.710673
1.046875,100.947077,101.530434,102.097306,102.647389,103.180663,103.697392,104.198121,104.683665
1.062500,100.950773,101.530412,102.093124,102.638663,103.167079,103.678719,104.174226,104.654520
1.078125,100.952032,101.527937,102.086503,102.627538,103.151165,103.657821,104.148243,104.623463
1.093750,100.950906,101.523095,102.077555,102.614155,103.133093,103.634892,104.120392,104.590735
1.109375,100.947480,101.515999,102.066423,102.598683,103.113054,103.610148,104.090910,104.556593
1.125000,100.941867,101.506789,102.053273,102.581313,103.091261,103.583823,104.060048,104.521304
1.140625,100.934205,101.495629,102.038293,102.562254,103.067944,103.556164,104.028068,104.485141
1.156250,100.924660,101.482708,102.021692,102.541734,103.043347,103.527428,103.995239,104.448384
1.171875,100.913418,101.468233,102.003697,102.519996,103.017726,103.497881,103.961834,104.411309
1.187500,100.900686,101.452430,101.984547,102.497291,102.991341,103.467792,103.928127,104.374191
1.203125,100.886688,101.435536,101.964493,102.473879,102.964460,103.437430,103.894387,104.337299
1.218750,100.871664,101.417803,101.943793,102.450024,102.937348,103.407060,103.860876,104.300890
1.234375,100.855860,101.399486,101.922709,102.425989,102.910266,103.376942,103.827848,104.265206
1.250000,100.839535,101.380846,101.901503,102.402034,102.883471,103.347322,103.795539,104.230475
1.265625,100.822948,101.362144,101.880432,102.378412,102.857206,103.318435,103.764172,104.196902
1.281250,100.806358,101.343637,101.859748,102.355364,102.831704,103.290497,103.733947,104.164671
1.296875,100.790023,101.325575,101.839690,102.333119,102.807176,103.263707,103.705044,104.133943
1.312500,100.774191,101.308197,101.820487,102.311889,102.783818,103.238239,103.677617,104.104850
1.328125,100.759102,101.291729,101.802346,102.291864,102.761800,103.214243,103.651794,104.077497
1.343750,100.744981,101.276379,101.785459,102.273213,102.741270,103.191842,103.627674,104.051958
1.359375,100.732035,101.262336,101.769991,102.256082,102.722347,103.171133,103.605328,104.028280
1.375000,100.720452,101.249765,101.756085,102.240586,102.705122,103.152179,103.584796,104.006477
1.390625,100.710399,101.238808,101.743857,102.226815,102.689660,103.135018,103.566087,103.986534
1.406250,100.702015,101.229580,101.733394,102.214830,102.675991,103.119655,103.549181,103.968406
1.421875,100.695416,101.222166,101.724755,102.204659,102.664118,103.106065,103.534028,103.952018
1.437500,100.690686,101.216624,101.717966,102.196301,102.654013,103.094194,103.520549,103.937269
1.453125,100.687881,101.212980,101.713025,102.189726,102.645616,103.083957,103.508637,103.924033
1.468750,100.687028,101.211230,101.709898,102.184872,102.638840,103.075244,103.498159,103.912157
1.484375,100.688123,101.211339,101.708523,102.181649,102.633572,103.067917,103.488961,103.901471
1.500000,100.691128,101.213242,101.708806,102.179939,102.629669,103.061818,103.480865,103.891783
1.515625,100.695980,101.216846,101.710628,102.179598,102.626968,103.056762,103.473674,103.882888
1.531250,100.702584,101.222029,101.713842,102.180459,102.625283,103.052551,103.467179,103.874567
1.546875,100.710817,101.228644,101.718279,102.182333,102.624409,103.048969,103.461155,103.866593
1.562500,100.720530,101.236518,101.723748,102.185011,102.624127,103.045787,103.455371,103.858732
1.578125,100.731552,101.245459,101.730037,102.188272,102.624204,103.042768,103.449587,103.850750
1.593750,100.743688,101.255255,101.736921,102.191878,102.624399,103.039669,103.443565,103.842414
1.609375,100.756724,101.265677,101.744162,102.195585,102.624465,103.036246,103.437065,103.833496
1.625000,100.770431,101.276485,101.751511,102.199142,102.624153,103.032257,103.429857,103.823777
1.640625,100.784568,101.287429,101.758715,102.202297,102.623216,103.027462,103.421715,103.813050
1.656250,100.798883,101.298253,101.765518,102.204799,102.621411,103.021635,103.412427,103.801123
1.671875,100.813118,101.308700,101.771667,102.206401,102.618506,103.014557,103.401798,103.787822
1.687500,100.827015,101.318512,101.776911,102.206866,102.614279,103.006028,103.389649,103.772996
1.703125,100.840314,101.327438,101.781010,102.205969,102.608525,102.995865,103.375824,103.756515
1.718750,100.852762,101.335234,101.783736,102.203502,102.601056,102.983907,103.360189,103.738278
1.734375,100.864114,101.341670,101.784876,102.199271,102.591707,102.970016,103.342637,103.718206
1.750000,100.874137,101.346530,101.784234,102.193107,102.580334,102.954080,103.323087,103.696255
1.765625,100.882613,101.349615,101.781637,102.184863,102.566822,102.936014,103.301490,103.672405
1.781250,100.889341,101.350749,101.776935,102.174420,102.551082,102.915763,103.277823,103.646672
1.796875,100.894143,101.349779,101.770003,102.161682,102.533053,102.893302,103.252097,103.619096
1.812500,100.896862,101.346577,101.760744,102.146587,102.512705,102.868635,103.224351,103.589753
1.828125,100.897370,101.341043,101.749091,102.129100,102.490041,102.841799,103.194654,103.558745
1.843750,100.895564,101.333106,101.735005,102.109218,102.465090,102.812859,103.163109,103.526204
1.859375,100.891370,101.322725,101.718479,102.086968,102.437916,102.781913,103.129841,103.492287
1.875000,100.884744,101.309890,101.699538,102.062408,102.408609,102.749084,103.095008,103.457177
1.890625,100.875674,101.294621,101.678235,102.035627,102.377292,102.714526,103.058789,103.421079
1.906250,100.864177,101.276970,101.654654,102.006740,102.344113,102.678414,103.021389,103.384220
1.921875,100.850303,101.257016,101.628909,101.975893,102.309244,102.640950,102.983030,103.346841
1.937500,100.834128,101.234871,101.601140,101.943256,102.272882,102.602354,102.943953,103.309199
1.953125,100.815762,101.210671,101.571514,101.909020,102.235246,102.562865,102.904416,103.271563
1.968750,100.795337,101.184580,101.540220,101.873400,102.196570,102.522736,102.864683,103.234206
1.984375,100.773016,101.156784,101.507468,101.836628,102.157104,102.482232,102.825030,103.197408
