timestamp,tp9,af7,af8,tp10,aux1,aux2,aux3,aux4
0.484375,8.433503,10.476993,11.974367,12.105036,12.044233,12.298988,13.992511,16.142753
0.488281,8.673062,10.781621,11.985122,11.782806,11.748852,12.404195,14.404881,16.389968
0.492188,8.978685,11.044533,11.884075,11.417941,11.547599,12.637301,14.817748,16.495641
0.496094,9.324049,11.231867,11.676686,11.055059,11.468989,12.968582,15.174699,16.449165
0.500000,9.675014,11.319038,11.384912,10.739863,11.522436,13.352554,15.430060,16.266629
0.503906,9.995036,11.295233,11.043697,10.510949,11.696554,13.736836,15.557529,15.986423
0.507812,10.251090,11.165404,10.694967,10.393002,11.961698,14.072334,15.554403,15.659965
0.511719,10.419021,10.949379,10.380329,10.392797,12.276172,14.322452,15.440479,15.339890
0.515625,10.487325,10.678266,10.133918,10.498798,12.594699,14.469300,15.252024,15.068615
0.519531,10.458674,10.388853,9.976842,10.684401,12.877322,14.515560,15.032352,14.870071
0.523438,10.348909,10.117092,9.914292,10.914064,13.096746,14.481722,14.821357,14.746553
0.527344,10.183721,9.891957,9.935863,11.150986,13.242581,14.399441,14.646574,14.681275
0.531250,9.993667,9.730837,10.018959,11.364651,13.321608,14.302712,14.517884,14.645801
0.535156,9.808472,9.637358,10.134500,11.536624,13.354117,14.218997,14.427101,14.610227
0.539062,9.651718,9.602006,10.253704,11.663379,13.367275,14.162475,14.352402,14.553346
0.542969,9.536907,9.605373,10.354492,11.755585,13.387124,14.131000,14.266367,14.470018
0.546875,9.465653,9.623310,10.426152,11.834105,13.431121,14.107486,14.145503,14.373752
0.550781,9.428293,9.632921,10.471292,11.923632,13.503016,14.065329,13.978721,14.293755
0.554688,9.406790,9.618118,10.504677,12.045466,13.591259,13.976514,13.772545,14.267163
0.558594,9.379315,9.573614,10.549238,12.211072,13.671369,13.820389,13.551597,14.328460
0.562500,9.325584,9.506500,10.630102,12.417933,13.711718,13.590907,13.354135,14.498862
0.566406,9.231893,9.435068,10.767971,12.648664,13.681422,13.300486,13.223626,14.778474
0.570312,9.094824,9.385123,10.973284,12.873665,13.558490,12.979454,13.198365,15.143405
0.574219,8.922886,9.384504,11.242445,13.056779,13.336347,12.671058,13.301685,15.548739
0.578125,8.735722,9.456938,11.556995,13.162771,13.027142,12.423097,13.535165,15.936826
0.582031,8.561010,9.616473,11.885954,13.165002,12.661016,12.278050,13.876586,16.248979
0.585938,8.429632,9.863649,12.190930,13.051644,12.281378,12.263955,14.283228,16.437784
0.589844,8.370001,10.184215,12.432968,12.829044,11.937144,12.388133,14.699831,16.477076
0.593750,8.402651,10.550686,12.579781,12.521476,11.673606,12.635218,15.069423,16.367154
0.597656,8.536104,10.926501,12.611874,12.167272,11.523886,12.969988,15.344530,16.134014
0.601562,8.764829,11.271994,12.526320,11.812109,11.502823,13.344348,15.496168,15.822840
0.605469,9.069693,11.551032,12.337406,11.500831,11.604617,13.706919,15.518593,15.487398
0.609375,9.420840,11.737056,12.074014,11.269504,11.804696,14.013052,15.428769,15.177982
0.613281,9.782488,11.817362,11.774265,11.139347,12.065367,14.233023,15.260824,14.930882
0.617188,10.118737,11.794789,11.478520,11.113763,12.343956,14.356623,15.056914,14.761899
0.621094,10.399333,11.686544,11.222152,11.179054,12.601610,14.393173,14.856807,14.665393
0.625000,10.604314,11.520391,11.029549,11.308571,12.810825,14.367125,14.688740,14.618885
0.628906,10.726690,11.329004,10.910532,11.469351,12.960031,14.310389,14.563743,14.591865
0.632812,10.772697,11.143618,10.859881,11.629755,13.054316,14.253320,14.474774,14.556318
0.636719,10.759601,10.988225,10.859981,11.766403,13.112193,14.216570,14.400737,14.496143
0.640625,10.711525,10.875486,10.885971,11.868910,13.159281,14.205799,14.314274,14.412887
0.644531,10.654132,10.805122,10.912255,11.941399,13.220426,14.210492,14.191252,14.326233
0.648438,10.609200,10.765089,10.918947,12.000498,13.312170,14.207181,14.019449,14.269074
0.652344,10.590164,10.735235,10.896854,12.070316,13.437380,14.166251,13.804130,14.278394
0.656250,10.599485,10.692674,10.849920,12.175553,13.583331,14.060655,13.569005,14.384360
0.660156,10.628346,10.617722,10.794594,12.334336,13.723757,13.874381,13.352169,14.600481
0.664062,10.658741,10.499165,10.756243,12.552426,13.824441,13.608561,13.197942,14.917498
0.667969,10.667530,10.337739,10.763370,12.820143,13.851099,13.283631,13.146518,15.302724
0.671875,10.631660,10.147076,10.840865,13.112776,13.777757,12.936913,13.223940,15.705218
0.675781,10.533521,9.951876,11.003740,13.394472,13.593699,12.616028,13.434874,16.065660
0.679688,10.365375,9.783638,11.252698,13.624825,13.307338,12.369601,13.760003,16.328630
0.683594,10.131960,9.674773,11.572534,13.766787,12.946069,12.237308,14.158767,16.454337
0.687500,9.850732,9.652271,11.933758,13.794229,12.552032,12.241552,14.576911,16.426962
0.691406,9.549654,9.732163,12.297171,13.697525,12.174653,12.382668,14.957119,16.257618
0.695312,9.262904,9.915924,12.620513,13.485938,11.861539,12.638752,15.250302,15.981223
0.699219,9.025303,10.189523,12.865871,13.186289,11.649676,12.970175,15.424927,15.648126
0.703125,8.866472,10.525367,13.006338,12.838154,11.558833,13.327741,15.472274,15.312562
0.707031,8.805821,10.886756,13.030613,12.486591,11.588570,13.662637,15.406473,15.020819
0.710938,8.849310,11.234026,12.944617,12.173906,11.719440,13.935918,15.259448,14.801985
0.714844,8.988571,11.531188,12.769814,11.932193,11.918071,14.125406,15.072100,14.663477
0.718750,9.202562,11.751780,12.538616,11.778162,12.144925,14.228500,14.883959,14.592299
0.722656,9.461422,11.882833,12.287845,11.711320,12.362971,14.260377,14.723858,14.561501
0.726562,9.731812,11.926194,12.051585,11.715787,12.545313,14.248148,14.603904,14.539986
0.730469,9.982706,11.897006,11.854917,11.765288,12.680092,14.222460,14.518152,14.502968
0.734375,10.190568,11.819693,11.709802,11.830144,12.771601,14.208675,14.446214,14.440257
0.738281,10.342932,11.722299,11.613911,11.884677,12.837452,14.219762,14.360785,14.360130
0.742188,10.439750,11.630341,11.552601,11.913377,12.902540,14.252672,14.237078,14.287699
0.746094,10.492273,11.561436,11.503546,11.914454,12.991265,14.289069,14.061694,14.258193
0.750000,10.519737,11.521799,11.442991,11.899986,13.119914,14.300252,13.838571,14.306853
0.753906,10.544526,11.505286,11.352236,11.892653,13.291020,14.255064,13.590397,14.458123
0.757812,10.586787,11.495195,11.222944,11.919797,13.491099,14.128866,13.354982,14.716979
0.761719,10.659580,11.468415,11.060085,12.006145,13.692356,13.911353,13.177380,15.064804
0.765625,10.765514,11.401072,10.881844,12.166858,13.858052,13.611264,13.099589,15.461009
0.769531,10.895574,11.274484,10.716485,12.402488,13.950356,13.256733,13.150324,15.850223
0.773438,11.030361,11.080205,10.596779,12.697028,13.938939,12.891070,13.337364,16.173411
0.777344,11.143552,10.823061,10.553161,13.019582,13.808342,12.564820,13.644392,16.380272
0.781250,11.206911,10.521546,10.607031,13.329365,13.562434,12.325861,14.033177,16.439958
0.785156,11.195889,10.205416,10.765631,13.583039,13.224887,12.209743,14.450668,16.347482
0.789062,11.094745,9.910922,11.019592,13.742856,12.835498,12.232469,14.839419,16.124308
0.792969,10.900169,9.674583,11.343703,13.783902,12.443096,12.387357,15.148917,15.812997
0.796875,10.622714,9.526711,11.700805,13.698909,12.096547,12.646680,15.345224,15.467275
0.800781,10.285702,9.485941,12.048044,13.499619,11.835777,12.967694,15.416721,15.139995
0.804688,9.921802,9.555841,12.344267,13.214409,11.684757,13.301667,15.374712,14.871953
0.808594,9.567889,9.724276,12.557059,12.882687,11.647915,13.603833,15.248867,14.684255
0.812500,9.259122,9.965633,12.668039,12.547264,11.710706,13.842005,15.078743,14.576013
0.816406,9.023338,10.245491,12.675369,12.246294,11.844110,14.001931,14.903522,14.527739
0.820312,8.876807,10.526798,12.593014,12.006502,12.011999,14.088254,14.752541,14.509384
0.824219,8.822092,10.776364,12.446953,11.839082,12.179633,14.120987,14.638908,14.490750
0.828125,8.848418,10.970398,12.269183,11.739086,12.321355,14.128466,14.557731,14.451457
0.832031,8.934430,11.098031,12.090786,11.688344,12.425751,14.138597,14.489314,14.387770
0.835938,9.052782,11.162164,11.935532,11.661183,12.497128,14.170556,14.406394,14.314427
0.839844,9.175671,11.177539,11.815334,11.631622,12.553042,14.229021,14.283515,14.260972
0.843750,9.280224,11.166461,11.728510,11.580391,12.618515,14.302355,14.106062,14.263485
0.847656,9.352724,11.153100,11.661155,11.500177,12.718341,14.365219,13.876573,14.353901
0.851562,9.390848,11.157553,11.591318,11.397903,12.869353,14.384999,13.616606,14.549717
0.855469,9.403518,11.190915,11.495028,11.293513,13.074492,14.330510,13.363560,14.846861
0.859375,9.408411,11.252375,11.352857,11.215511,13.320160,14.180852,13.163091,15.217709
0.863281,9.427637,11.328956,11.155581,11.194232,13.577547,13.932264,13.058898,15.614967
0.867188,9.482451,11.397960,10.907668,11.254336,13.807731,13.601223,13.082315,15.980619
0.871094,9.588053,11.431648,10.627807,11.408216,13.969469,13.222947,13.244250,16.257871
0.875000,9.749523,11.403196,10.346295,11.651798,14.027965,12.845516,13.531475,16.403236
0.878906,9.959708,11.292729,10.099768,11.963744,13.962651,12.520848,13.908238,16.395825
0.882812,10.199516,11.092191,9.924340,12.308295,13.772237,12.294554,14.322896,16.241595
0.886719,10.440606,10.808036,9.848531,12.641244,13.475841,12.196917,14.718080,15.971552
0.890625,10.649983,10.461158,9.887462,12.917806,13.109921,12.237050,15.042053,15.634368
0.894531,10.795660,10.084028,10.039510,13.100770,12.721614,12.401525,15.258620,15.285277
0.898438,10.852326,9.715543,10.286137,13.167237,12.359935,12.657754,15.353355,14.973980
0.902344,10.805934,9.394583,10.594951,13.112529,12.066712,12.961315,15.334755,14.734532
0.906250,10.656367,9.153488,10.925399,12.950489,11.869209,13.265515,15.230198,14.579603
0.910156,10.417641,9.012735,11.235943,12.710129,11.776014,13.530973,15.077814,14.500397
0.914062,10.115624,8.977811,11.491285,12.429372,11.776998,13.733063,14.916342,14.472039
0.917969,9.783675,9.038889,11.668202,12.147269,11.847255,13.865543,14.775529,14.462849
0.921875,9.457033,9.173316,11.758820,11.896337,11.954058,13.939650,14.669410,14.444954
0.925781,9.166991,9.350420,11.770741,11.696663,12.065161,13.979013,14.594110,14.403351
0.929688,8.935945,9.537640,11.724046,11.553007,12.156532,14.011710,14.530603,14.340998
0.933594,8.774224,9.706762,11.645875,11.455438,12.217735,14.061500,14.451663,14.278547
0.937500,8.679268,9.839015,11.563767,11.383317,12.253736,14.140397,14.331151,14.248746
0.941406,8.637275,9.928041,11.499211,11.311634,12.282772,14.244468,14.153201,14.286973
0.945312,8.626936,9.980164,11.462765,11.218258,12.330792,14.353912,13.918873,14.420381
0.949219,8.624528,10.011958,11.451808,11.090413,12.423838,14.437446,13.648490,14.658543
0.953125,8.609320,10.045636,11.451380,10.928894,12.580159,14.459990,13.378903,14.988142
0.957031,8.568247,10.103261,11.437926,10.749031,12.803972,14.391816,13.156236,15.373248
0.960938,8.498905,10.200967,11.385134,10.578144,13.082392,14.216940,13.025776,15.761320
0.964844,8.410295,10.344436,11.270609,10.449989,13.386330,13.938716,13.021407,16.093594
0.968750,8.321143,10.526563,11.081920,10.397406,13.675281,13.581189,13.157170,16.317430
0.972656,8.256132,10.727858,10.820715,10.444750,13.904994,13.185782,13.423003,16.397615
0.976562,8.240770,10.919511,10.503954,10.601799,14.036375,12.803944,13.785775,16.323898
0.980469,8.295889,11.068581,10.161943,10.860481,14.043655,12.487382,14.195440,16.112919
0.984375,8.432868,11.144260,9.833506,11.195211,13.920016,12.278025,14.594925,15.804094
0.988281,8.650517,11.123986,9.559235,11.566824,13.679397,12.199981,14.931462,15.450489
0.992188,8.934258,10.998186,9.374167,11.929324,13.354067,12.255273,15.166763,15.106949
0.996094,9.257805,10.772676,9.301369,12.238081,12.988475,12.424282,15.283690,14.818412
1.000000,9.587054,10.468229,9.347733,12.457758,12.630701,12.670741,15.287967,14.611220
1.003906,9.885496,10.117355,9.502828,12.568352,12.323386,12.950078,15.204653,14.489484
1.007812,10.120143,9.758915,9.741036,12.568094,12.096081,13.219152,15.070378,14.437201
1.011719,10.266874,9.431585,10.026534,12.472658,11.960657,13.445124,14.923349,14.425400
1.015625,10.314222,9.167441,10.320090,12.310910,11.910706,13.611451,14.793633,14.422283
1.019531,10.264893,8.986885,10.586287,12.118158,11.924949,13.719679,14.696129,14.403596
1.023438,10.134761,8.895880,10.799707,11.928403,11.973785,13.786738,14.627935,14.360435
1.027344,9.949552,8.885994,10.948838,11.767285,12.027394,13.838508,14.570681,14.302397
1.031250,9.739856,8.937180,11.036950,11.647229,12.063482,13.901316,14.497176,14.255212
1.035156,9.535431,9.022706,11.079830,11.565837,12.072874,13.993509,14.380584,14.253448
1.039062,9.359888,9.115198,11.100916,11.507802,12.061629,14.119214,14.203751,14.330210
1.042969,9.226763,9.192554,11.124924,11.449865,12.049222,14.265876,13.966189,14.506544
1.046875,9.137698,9.242536,11.171360,11.367661,12.063213,14.406230,13.686873,14.783399
1.050781,9.083061,9.265099,11.249346,11.242867,12.131669,14.504312,13.401973,15.138368
1.054688,9.044842,9.272010,11.354882,11.069001,12.275123,14.524090,13.157935,15.528231
1.058594,9.001240,9.283835,11.471155,10.854533,12.499992,14.438702,13.001509,15.896870
1.062500,8.931997,9.324933,11.571864,10.622528,12.795039,14.238046,12.969054,16.186733
1.066406,8.823434,9.417503,11.626855,10.406839,13.131808,13.932876,13.077729,16.351106
1.070312,8.672158,9.575908,11.608904,10.245619,13.469021,13.554340,13.320700,16.364240
1.074219,8.486700,9.802480,11.500193,10.173510,13.760080,13.148942,13.667593,16.226835
1.078125,8.286725,10.085689,11.297088,10.214202,13.962040,12.769987,14.070146,15.965592
1.082031,8.099932,10.401112,11.012183,10.374972,14.044122,12.467403,14.471784,15.626929
1.085938,7.957221,10.715056,10.673114,10.644404,13.993887,12.278186,14.818919,15.266455
1.089844,7.887025,10.990161,10.318324,10.993828,13.819718,12.219619,15.071329,14.936785
1.093750,7.909894,11.191918,9.990608,11.382210,13.549070,12.286733,15.209277,14.676685
1.097656,8.034366,11.294818,9.729698,11.763499,13.222859,12.454545,15.235755,14.504131
1.101562,8.254922,11.286951,9.565382,12.094900,12.887255,12.684459,15.173484,14.414878
1.105469,8.552441,11.172140,9.512523,12.344367,12.584662,12.933313,15.057538,14.386685
1.109375,8.897081,10.969194,9.568974,12.495759,12.345876,13.162920,14.925504,14.387918
1.113281,9.253068,10.708442,9.716759,12.550641,12.185085,13.347904,14.807691,14.388141
1.117188,9.584510,10.426207,9.926262,12.526402,12.098759,13.480033,14.719797,14.367839
1.121094,9.861160,10.158328,10.162510,12.451196,12.068560,13.568129,14.659855,14.324649
1.125000,10.063061,9.933980,10.392245,12.356854,12.067501,13.633693,14.610140,14.274449
1.128906,10.183227,9.770990,10.590304,12.271372,12.067854,13.703399,14.543490,14.246974
1.132812,10.227896,9.673549,10.744009,12.212624,12.048916,13.800383,14.432369,14.277111
1.136719,10.214334,9.632714,10.854685,12.184700,12.002782,13.936505,14.258296,14.394171
1.140625,10.166665,9.629544,10.936032,12.177639,11.936780,14.107560,14.019168,14.611978
1.144531,10.110547,9.640194,11.009770,12.170588,11.871961,14.292660,13.732502,14.922473
1.148438,10.067756,9.641879,11.099512,12.137654,11.837985,14.458044,13.433643,15.294654
1.152344,10.051722,9.618471,11.224243,12.055106,11.865586,14.564472,13.169212,15.679314
1.156250,10.064897,9.564557,11.392817,11.908279,11.978360,14.576488,12.987287,16.018588
1.160156,10.098457,9.487120,11.600711,11.696589,12.185822,14.471370,12.926611,16.258066
1.164062,10.134387,9.404464,11.829767,11.435479,12.479365,14.245614,13.007437,16.358555
1.167969,10.149534,9.342602,12.051034,11.154786,12.832167,13.917366,13.226208,16.304629
1.171875,10.120833,9.329818,12.230158,10.893780,13.203158,13.524126,13.555427,16.107888
1.175781,10.030661,9.390504,12.334221,10.693912,13.544259,13.116164,13.948794,15.804123
1.179688,9.871263,9.539530,12.338621,10.590756,13.809373,12.747057,14.350442,15.445122
1.183594,9.647361,9.778307,12.232541,10.606871,13.963174,12.463468,14.706159,15.087132
1.187500,9.376392,10.093369,12.021863,10.747107,13.987797,12.296418,14.973967,14.778812
1.191406,9.086300,10.457806,11.728871,10.997358,13.885977,12.255997,15.131644,14.551603
1.195312,8.811243,10.835317,11.388784,11.327051,13.679978,12.330645,15.179506,14.414786
1.199219,8.586020,11.186124,11.043761,11.694858,13.406568,12.491068,15.137931,14.356290
1.203125,8.440227,11.473612,10.735601,12.056419,13.109195,12.697812,15.040380,14.348826
